time,G_grid,W_grid,P_grid,R_grid,G_solar,W_solar,P_solar,R_solar,D_dc,D_grid,GPU_power,operations,job_completion,total_job_completion,minimum_cost
30,350.0,0.0,100.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.11111111111111,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
32,0.0,0.0,0.0,0.0,79.149,0.0,79.149,0.0,23.167777777777776,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
33,0.0,51.65799999999999,0.0,0.0,151.658,51.65799999999999,100.0,0.0,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
34,0.0,95.548,0.0,0.0,195.548,95.548,100.0,0.0,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
35,0.0,103.85151243747623,0.0,0.0,214.597,103.85151243747623,100.0,10.745487562523785,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
36,0.0,0.0,0.0,0.0,197.529,0.0,100.0,97.529,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
37,0.0,0.0,0.0,0.0,151.481,0.0,100.0,51.480999999999995,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
38,0.0,0.0,0.0,0.0,83.781,0.0,83.781,0.0,18.021111111111104,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
39,0.0,0.0,0.0,0.0,11.64,0.0,11.64,0.0,98.17777777777778,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.11111111111111,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
41,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
42,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
43,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
44,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
45,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
46,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
47,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
48,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
49,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
50,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
51,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
52,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
53,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
54,224.07717600347416,0.0,100.0,124.07717600347415,0.0,0.0,0.0,0.0,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.11111111111111,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
56,0.0,97.02699999999999,0.0,0.0,197.027,97.02699999999999,100.0,0.0,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
57,0.0,365.658,0.0,0.0,465.658,365.658,100.0,0.0,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
58,0.0,624.393,0.0,0.0,724.393,624.393,100.0,0.0,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
59,0.0,740.61,0.0,0.0,840.61,740.61,100.0,0.0,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
60,0.0,685.156,0.0,0.0,785.156,685.156,100.0,0.0,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
61,0.0,477.75699999999995,0.0,0.0,577.757,477.75699999999995,100.0,0.0,0.0,0.0,100.0,['Process 0 is executed'],0.03125,100.00%,-443.98
