time,G_grid,W_grid,P_grid,R_grid,G_solar,W_solar,P_solar,R_solar,D_dc,D_grid,ESD,GPU_power,operations,job_completion,total_job_completion,minimum_cost
131,0.0,673.281,-0.0,0.0,923.281,673.281,250.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,930.65
132,0.0,366.24300000000005,0.0,0.0,866.243,366.24300000000005,250.0,250.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,930.65
133,0.0,364.05999999999995,0.0,0.0,640.185,364.05999999999995,250.0,26.125,0.0,0.0,223.875,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,930.65
134,0.0,69.52756250000002,0.0,0.0,323.377,69.52756250000002,250.0,3.8494374999999934,0.0,0.0,246.1505625,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,930.65
135,0.0,0.0,0.0,0.0,65.209,0.0,65.209,0.0,205.32333333333332,0.0,248.36698096875,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,930.65
136,211.4544135424844,0.0,211.4544135424844,0.0,0.0,0.0,0.0,0.0,42.82842939723958,0.0,42.82842939723958,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,930.65
137,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,930.65
138,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,930.65
139,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,930.65
140,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,930.65
141,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,930.65
142,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,930.65
143,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,930.65
144,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,930.65
145,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,930.65
146,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,930.65
147,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,930.65
148,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,930.65
149,500.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,930.65
150,276.125,0.0,250.0,26.125,0.0,0.0,0.0,0.0,0.0,0.0,223.875,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,930.65
151,28.46449374999999,0.0,28.46449374999999,0.0,0.0,0.0,0.0,0.0,246.1505625,0.0,246.1505625,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,930.65
152,51.72399999999999,0.0,51.72399999999999,0.0,198.276,0.0,198.276,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,930.65
